,Unnamed: 0,id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
27097,27107,22453527,Union SQ/Cozy & Quiet Room ! 5mins to Times SQ,145518739,Tommy,Manhattan,Gramercy,40.73379,-73.98645,Private room,150,2,24,2019-05-03,1.24,3,152
23884,23886,20587159,Cozy East Village Studio Apartment,8130515,Jessica,Manhattan,East Village,40.72547,-73.98315,Entire home/apt,150,2,2,2017-09-26,0.07,1,0
16916,16916,14139651,Centrally Located Private Midtown Studio,19134246,Brendan,Manhattan,Kips Bay,40.74506,-73.97934000000002,Entire home/apt,150,3,11,2019-10-13,0.35,1,0
2331,2331,1291261,Dream Apartment - Greenwich Village,7020798,Light,Manhattan,Greenwich Village,40.73104,-73.99956999999998,Entire home/apt,150,14,19,2019-12-03,0.25,1,8
10752,10752,8903855,Queens Condo w/ Manhattan View,46573375,Loren,Queens,Long Island City,40.75216,-73.94099,Shared room,150,3,0,,,1,0
3081,3081,2000576,3BR in a classic 1925 BK Limestone,10263251,Marietta,Brooklyn,Crown Heights,40.66952,-73.94377,Entire home/apt,150,3,165,2019-11-13,2.26,1,192
7502,7502,6169335,Contemporary Modern Studio,32007353,Vanesa,Queens,Ridgewood,40.70801,-73.9011,Entire home/apt,150,2,91,2019-12-01,1.67,1,9
10745,10745,8895019,1 Bd Ap. in Hell's Kitchen Times Sq,1020828,Philipp,Manhattan,Hell's Kitchen,40.76392,-73.99514,Entire home/apt,150,1,1,2016-05-08,0.02,1,0
27108,27118,22462797,Full Lavish Studio apartment in the heart of NYC,164637779,Sajee,Manhattan,Upper East Side,40.76938,-73.96732,Entire home/apt,150,1,2,2017-12-30,0.08,1,0
10743,10743,8892174,Vintage WB Nest with Backyard,24297041,Alexandra,Brooklyn,Williamsburg,40.7069,-73.93754,Entire home/apt,150,1,0,,,1,0
27091,27101,22451363,Perfect block in NYC,164509613,Eduardo,Manhattan,Morningside Heights,40.80414,-73.96498000000003,Entire home/apt,150,2,40,2019-11-19,1.84,1,92
27880,27890,23269735,Light Flooded Artist Loft in Brooklyn,149047,Heather Nadine,Brooklyn,Bedford-Stuyvesant,40.69158,-73.95958,Entire home/apt,150,4,7,2019-07-23,0.48,1,1
2207,2207,1156928,Stylish Loft Apt in Brooklyn,5968464,Dean,Brooklyn,Crown Heights,40.67162,-73.95084,Entire home/apt,150,3,8,2015-01-17,0.11,1,356
7112,7112,5725154,DNTWN BK / Boerum Hill Sky Loft,29683852,Lindsay,Brooklyn,Downtown Brooklyn,40.68927,-73.98423000000003,Entire home/apt,150,1,2,2015-04-12,0.04,1,0
26822,26832,22295702,East Village Studio Apartment,135587084,Cami,Manhattan,East Village,40.72504,-73.98326999999998,Entire home/apt,150,12,17,2019-01-09,0.71,1,0
17717,17717,15035050,HEART OF SOHO UPDATED 1 BR,61391963,Corporate Housing,Manhattan,Nolita,40.72332,-73.99466,Entire home/apt,150,30,8,2019-10-31,0.23,99,165
11583,11583,9529607,Soho/Little Italy Privat Room for 2,43333475,Jp,Manhattan,Nolita,40.72132,-73.99708000000003,Private room,150,4,3,2019-04-02,0.36,1,329
24009,24016,20678169,2 beautiful rooms in sunlit Bushwick loft,2793254,Johnny,Brooklyn,Bushwick,40.70408,-73.92045,Private room,150,3,2,2019-05-27,0.27,3,169
23997,24004,20668002,Masterbed w/private bath nr G train in BedStuy,147858863,Vandra,Brooklyn,Bedford-Stuyvesant,40.68797,-73.9592,Private room,150,1,0,,,1,0
17772,17772,15081663,"Large beautiful studio loft, high floor, views!",1998560,Jesse,Manhattan,Hell's Kitchen,40.76714000000001,-73.98777,Entire home/apt,150,14,0,,,1,0
26849,26859,22308180,Sunny Manhattan Studio,2424166,Mikhael,Manhattan,Upper East Side,40.77627,-73.95124,Entire home/apt,150,3,0,,,1,0
23992,23999,20665199,Two bedroom basement apartment!,73228035,Maimi,Brooklyn,East Flatbush,40.66047,-73.93743,Private room,150,3,0,,,2,0
26853,26863,22309304,Upper class in the upper east,75872359,Meryl,Manhattan,Upper East Side,40.77835,-73.94756,Entire home/apt,150,2,1,2018-01-01,0.04,1,0
24193,24200,20801904,Basic room in Brooklyn townhouse,57061268,Rachel,Brooklyn,Bushwick,40.69261,-73.91705999999998,Private room,150,5,3,2018-03-09,0.11,1,0
23984,23991,20662567,Home with Private Terrace Off the Park,147796643,Cole,Manhattan,Upper West Side,40.78875,-73.9679,Private room,150,2,5,2018-09-22,0.18,1,0
26867,26877,22321208,Elegant Apartment for Holidays in East Village,65390606,Carol,Manhattan,East Village,40.72677,-73.98267,Entire home/apt,150,5,1,2017-12-18,0.04,1,0
26874,26884,22322524,Alcove Studio in the heart of Williamsburg,103259676,Flávio,Brooklyn,Williamsburg,40.72021,-73.95695,Entire home/apt,150,17,14,2019-01-07,0.6,1,23
10782,10782,8935528,*Spectacular Sublet - All inclusive,35430339,Melissa,Brooklyn,Prospect Heights,40.6791,-73.97369,Entire home/apt,150,1,0,,,1,0
3039,3039,1971540,Sunny Midtown NYC Room,10179999,Joseph,Manhattan,Upper West Side,40.77021,-73.98721,Private room,150,1,171,2019-11-10,2.51,1,0
24197,24204,20803227,Central Park north,29766155,Miero,Manhattan,Harlem,40.80099000000001,-73.95105,Entire home/apt,150,1,3,2019-11-11,0.76,1,1
16944,16944,14163220,"Large one bedroom in Forest Hills Gardens, Queens!",84279142,Katina,Queens,Forest Hills,40.71688,-73.84238,Entire home/apt,150,1,0,,,1,0
17774,17774,15082930,"Beautiful, quiet, light-filled 1-bdrm apt",4169040,Elias,Brooklyn,Williamsburg,40.71111,-73.96299,Entire home/apt,150,4,15,2019-09-15,0.4,1,1
26907,26917,22340093,Newly Furnished 2BR~Prime UES~CPark~subway2 blocks,162280872,Izi,Manhattan,Upper East Side,40.774,-73.94932,Entire home/apt,150,30,5,2019-10-07,0.29,19,160
3044,3044,1975069,Loft Bedroom in Duplex 3BR & Private Roof,151654,Brad,Manhattan,Greenwich Village,40.72796,-73.99761,Private room,150,2,7,2017-12-02,0.11,1,0
10793,10793,8948898,"Bright, Modern Studio in Upper East",5548597,Katie,Manhattan,Upper East Side,40.77162,-73.95808000000002,Entire home/apt,150,1,6,2016-07-26,0.12,1,0
16940,16940,14161351,Trendy 2BR Apt Next to Prospect Park -Kid Friendly,1876539,Stephanie,Brooklyn,Prospect-Lefferts Gardens,40.65813,-73.95773,Entire home/apt,150,6,9,2019-01-02,0.23,1,0
26495,26505,22150956,Brooklyn apt,28110419,Daniel,Brooklyn,Boerum Hill,40.68734,-73.98633000000002,Entire home/apt,150,13,0,,,1,0
6321,6321,4839016,Queen Room in Penthouse Fidi Apt,24903878,Herbie,Manhattan,Financial District,40.70465,-74.00773000000002,Private room,150,1,1,2015-01-01,0.02,1,64
11648,11648,9575790,Entire Spacious Apt: LIMITED DATES,43632142,Michael,Queens,Astoria,40.76275,-73.92052,Entire home/apt,150,3,1,2019-12-01,1.0,1,338
26970,26980,22368751,Bright Luxury Apartment with Amazing Mahattan View,20800727,Amirhos,Brooklyn,Fort Greene,40.69064,-73.97898,Entire home/apt,150,1,0,,,1,65
3063,3063,1984486,Comfortable Brown Stone apartment ,10239152,,Brooklyn,Crown Heights,40.67468,-73.94184,Entire home/apt,150,2,47,2019-11-05,0.65,1,328
13941,13941,11752905,"Midtown East 2 BR, 3 Beds",61391963,Corporate Housing,Manhattan,Midtown,40.75573,-73.96835,Entire home/apt,150,30,8,2019-08-17,0.18,99,157
26880,26890,22325453,1 BR Close to Central Park,153660271,,Manhattan,Harlem,40.8041,-73.95251999999998,Private room,150,1,29,2019-09-01,1.22,1,90
16716,16716,13990819,"Cozy, Bright 1 Bedroom Fully Furnished Apartment",83526094,Mileaka,Brooklyn,Greenpoint,40.73773,-73.95489,Entire home/apt,150,1,12,2017-04-22,0.34,1,0
17073,17073,14284714,Mid-town Manhattan (East Side near UN),38179715,Megan,Manhattan,Midtown,40.75259000000001,-73.96797,Entire home/apt,150,2,13,2019-05-11,0.32,1,20
10945,10945,9064688,2 bedroom with yard! Near L train!,1606152,Laura,Brooklyn,Williamsburg,40.70697,-73.94291,Entire home/apt,150,1,1,2015-11-29,0.02,1,0
1670,1670,799900,"Amazing apartment near museum, gardens & park!",4211266,Nora,Brooklyn,Prospect Heights,40.67338,-73.96415,Entire home/apt,150,17,3,2016-09-26,0.06,1,0
22994,22995,19876256,Cozy and Charming Brooklyn 1-Bedroom with Balcony,114238471,Abass & Sere,Brooklyn,Crown Heights,40.67601,-73.91096999999998,Entire home/apt,150,2,53,2019-11-07,1.86,3,74
22989,22990,19874046,"Kew Gardens, New York",55952349,Umberto,Queens,Kew Gardens,40.70847,-73.82961,Entire home/apt,150,6,4,2019-07-07,0.14,1,0
28806,28816,24210296,Private bedroom in Downtown Manhattan,97015202,Maya,Manhattan,SoHo,40.72741,-74.0088,Private room,150,1,65,2019-07-31,3.28,1,0
18047,18047,15379574,Private 2 BR Apartment Close to Subway,98308046,Pardis,Brooklyn,Bushwick,40.68946,-73.91537,Entire home/apt,150,2,128,2019-12-01,3.41,1,341
18049,18049,15381675,"DESIGN, COLOR, MODERN, LIGHT!!! COOK'S KITCHEN!!!",98341498,Gabriel,Brooklyn,Bushwick,40.6886,-73.91209,Entire home/apt,150,4,77,2019-05-28,2.12,1,289
16431,16431,13794689,Spacious NYC apt by CENTRAL PARK!,4508140,Shira,Manhattan,Upper West Side,40.79426,-73.96414,Entire home/apt,150,2,11,2017-12-19,0.27,1,307
4686,4686,3614159,"Bright, Spacious, and Well Designed",461269,Anna,Brooklyn,Prospect Heights,40.67426,-73.96585999999998,Private room,150,2,13,2016-05-01,0.24,1,0
16418,16418,13781978,Beautiful Room in Modern Duplex,71857900,Jacqueline,Queens,Astoria,40.77153,-73.93191,Private room,150,2,0,,,1,0
16413,16413,13778127,Studio with own back yard and new kitchen,80886117,Joanna,Manhattan,Upper East Side,40.7731,-73.95169,Entire home/apt,150,4,22,2019-09-05,0.53,1,98
5393,5393,4216774,Stay in the heart of Williamsburg!,15243531,Amanda,Brooklyn,Williamsburg,40.71722000000001,-73.95862,Entire home/apt,150,2,4,2015-11-16,0.06,1,0
16407,16407,13771435,Friendly Upper West Side Apartment,2025836,Anna,Manhattan,Upper West Side,40.78176,-73.97822,Entire home/apt,150,1,2,2016-07-29,0.05,1,0
4682,4682,3611813,Discount! Central Clean & Quiet,8410380,Marshall,Manhattan,Gramercy,40.73755,-73.98595,Private room,150,4,157,2019-11-10,2.41,1,348
28815,28825,24229203,Artist Warehouse Loft,4391922,Taras,Brooklyn,Navy Yard,40.69792,-73.96406,Entire home/apt,150,2,19,2018-12-29,0.95,1,0
1662,1662,796523,Rustic Modern Duplex Brownstone,4195861,Doris,Brooklyn,Crown Heights,40.67759,-73.95432,Entire home/apt,150,7,14,2019-08-23,0.29,2,12
3282,3282,2127382,Upper East Side apt for Super Bowl,10852093,Mark,Manhattan,Upper East Side,40.77924,-73.95092,Entire home/apt,150,1,0,,,1,0
1660,1660,796370,Monthly discount - 2 bedroom  - upper east side,61491,D,Manhattan,Upper East Side,40.77043,-73.9515,Entire home/apt,150,25,1,2017-09-30,0.04,2,288
10226,10226,8409459,Greenpoint Brooklyn Modern Charm II,43108922,Robbin,Brooklyn,Greenpoint,40.72321,-73.9433,Entire home/apt,150,3,119,2019-11-12,2.38,2,328
28830,28840,24245905,One-br apt in the heart of NYC for late May,131914514,Li,Manhattan,Midtown,40.75265,-73.9684,Entire home/apt,150,4,0,,,1,0
24385,24393,20954729,Beautiful apt. in Upper West Side close to subway,132158770,Leva,Manhattan,Morningside Heights,40.814,-73.96228,Entire home/apt,150,2,3,2017-10-29,0.12,1,0
6361,6361,4860650,Happy Brooklyn! Happy Konakolo!,25001808,Hanayo,Brooklyn,South Slope,40.66003,-73.98567,Entire home/apt,150,3,77,2019-09-23,1.29,1,0
22916,22917,19823445,Beautiful and Modern Brooklyn Apartment,20063690,Naheima,Brooklyn,Bedford-Stuyvesant,40.68695,-73.94858,Entire home/apt,150,2,88,2019-11-29,3.06,2,305
1644,1644,792142,Studio Available on Upper East Side,4173419,Meredith,Manhattan,Upper East Side,40.76553,-73.96262,Entire home/apt,150,2,4,2015-06-09,0.06,1,0
22880,22881,19803017,Incredible East Village Apartment on St Marks!,28881583,Laila,Manhattan,East Village,40.72759,-73.98465999999998,Entire home/apt,150,2,33,2019-10-27,1.14,1,19
28850,28860,24265209,Cozy Apartment,182295691,Doudou,Manhattan,Upper East Side,40.77311,-73.95508000000002,Entire home/apt,150,5,14,2019-09-28,0.77,1,64
14125,14125,12000603,Well located apartment near NY City,64170911,Anne,Bronx,Riverdale,40.8883,-73.91665,Entire home/apt,150,2,87,2019-12-01,1.95,1,258
13853,13853,11651455,Midtown East 2 Bedroom 3 Beds,61391963,Corporate Housing,Manhattan,Midtown,40.75688,-73.96815,Entire home/apt,150,30,10,2019-08-21,0.25,99,4
22995,22996,19876292,Cute & Cosy in West Village,24607072,Luke,Manhattan,West Village,40.73673,-74.00836,Entire home/apt,150,3,3,2017-09-04,0.11,1,0
10284,10284,8467950,One bedroom apartment in NoLita,44593150,Alberto,Manhattan,Civic Center,40.7139,-74.00621,Entire home/apt,150,1,0,,,1,0
16436,16436,13798719,Cool apartment in Williamsburg,23291979,Adam,Brooklyn,Williamsburg,40.71515,-73.93706,Entire home/apt,150,3,2,2016-07-31,0.05,1,0
23007,23008,19887405,Elegant Arty Studio In Brooklyn,83061189,Stephen,Brooklyn,Boerum Hill,40.6859,-73.98959,Entire home/apt,150,1,14,2019-10-20,0.49,1,271
28602,28612,23979686,Pre-War 2BR Pad at Prospect Park,3894475,Kyle,Brooklyn,Park Slope,40.6678,-73.98106,Entire home/apt,150,3,1,2019-07-31,0.23,3,0
16498,16498,13856810,Cute Studio in the heart of East Village,81859848,Shivani,Manhattan,East Village,40.72783,-73.98904,Entire home/apt,150,3,5,2017-04-16,0.12,1,0
11537,11537,9505268,Chelsea studio,7098925,Dimitri,Manhattan,Chelsea,40.75182,-73.99779000000002,Entire home/apt,150,5,1,2016-01-05,0.02,1,0
28628,28638,24016145,Minimalist Brooklyn piano home,41561905,Jesse,Brooklyn,Crown Heights,40.67617,-73.94551,Entire home/apt,150,5,2,2018-06-30,0.1,1,0
1720,1720,818451,Lovely studio upper east side !,4298896,Nathalie,Manhattan,Upper East Side,40.76883,-73.95353,Entire home/apt,150,6,23,2018-01-07,0.29,1,0
7622,7622,6277476,Cozy in Upper East Manhattan,3764548,Lori,Manhattan,Upper East Side,40.78042,-73.95128000000003,Entire home/apt,150,14,2,2015-10-01,0.04,1,0
26173,26183,21982995,Cozy home in Astoria Queens.,160507191,Nikos,Queens,Astoria,40.76017,-73.90945,Entire home/apt,150,4,29,2019-01-01,1.18,1,0
26167,26177,21982223,Gorgeous 1BR 1.5 Bath Duplex with Terrace,44253752,Heather Garcia,Manhattan,Upper East Side,40.7745,-73.94844,Entire home/apt,150,8,0,,,1,0
7623,7623,6277795,Room in a huge super ecohouse! Free yoga! Pool!,462379,Loretta,Brooklyn,Carroll Gardens,40.68004000000001,-73.9953,Private room,150,1,40,2019-11-15,1.29,3,0
3238,3238,2102542,Cozy 1BD-15min to NYC $150,2977901,Andrea,Brooklyn,Cobble Hill,40.68803,-73.99181999999998,Entire home/apt,150,1,19,2015-06-22,0.26,1,0
14071,14071,11923881,"Magical Artist Brownstone, Beautiful  Colors Room",41099363,Maria,Brooklyn,Fort Greene,40.68762,-73.97516,Private room,150,5,2,2019-04-09,0.12,3,0
16495,16495,13855164,Spacious 2br Fort Greene apartment with yard!,11884239,Nellie,Brooklyn,Fort Greene,40.69153,-73.97078,Entire home/apt,150,7,2,2016-08-22,0.05,1,0
24372,24380,20941726,Cozy and comfy apartment in Sunset-Newly renovated,67268840,Men Yee,Brooklyn,Sunset Park,40.65157,-74.01089,Entire home/apt,150,5,61,2019-12-04,2.37,1,171
26118,26128,21966757,Harlem World USA,135836462,Beny,Manhattan,Harlem,40.81532,-73.95359,Private room,150,3,0,,,1,89
28684,28694,24082871,Luxury spot,50545016,Joseph,Brooklyn,Crown Heights,40.67695,-73.95554,Entire home/apt,150,21,1,2018-04-01,0.05,1,0
28685,28695,24083340,Your Dream 1 bed Apartment in the heart of SoHo,13460416,Jeremie,Manhattan,Little Italy,40.7193,-73.99781999999998,Entire home/apt,150,6,6,2019-07-02,0.3,1,1
13859,13859,11653081,Mod Home Steps from Prospect Park,282655,Jenna,Brooklyn,Flatbush,40.64841,-73.96969,Entire home/apt,150,3,142,2019-11-18,3.33,3,248
14074,14074,11927032,Charming Modern Bed-Stuy Brooklyn Townhouse W/Yard,12986134,Nicole And Nathan,Brooklyn,Bedford-Stuyvesant,40.68285,-73.91516,Entire home/apt,150,3,17,2019-11-18,3.75,1,84
10985,10985,9106756,Santuary from the City - Sunny Greenpoint Apt,1692708,Rebecca,Brooklyn,Greenpoint,40.72782,-73.95459,Entire home/apt,150,14,2,2019-10-02,0.62,1,68
23031,23032,19906070,Lovely 1 bedroom Manhattan flat in Spanish Harlem,140964310,Shiv,Manhattan,East Harlem,40.79405,-73.94242,Private room,150,7,0,,,1,0
16489,16489,13845597,1 Bedroom in williamsburg,81730337,Geoffray,Brooklyn,Williamsburg,40.70912,-73.94107,Entire home/apt,150,7,0,,,1,0
1686,1686,805793,Charming Astoria/NYC Studio Sublet,4241831,Timothy,Queens,Long Island City,40.76108,-73.9274,Entire home/apt,150,14,0,,,1,0
26148,26158,21977987,"Bright, airy, Soho 1 bedroom",16775193,Jen,Manhattan,SoHo,40.72224,-74.00356,Entire home/apt,150,14,1,2017-12-22,0.04,1,0
23015,23016,19891482,Cozy The East Village 1BD,2574881,Emma,Manhattan,East Village,40.72225,-73.98206,Entire home/apt,150,3,6,2018-10-08,0.22,1,0
10286,10286,8468662,Cozy Loft in the UWS Manhattan,19244346,Emanuele,Manhattan,Upper West Side,40.79893,-73.96769,Entire home/apt,150,4,1,2015-12-16,0.02,1,0
28760,28770,24159289,Great View of New York city,41366374,Jiangyang,Queens,Long Island City,40.75047,-73.9408,Entire home/apt,150,1,0,,,1,0
28763,28773,24161582,Bright Bohemian Treasure in Prospect Heights,182086879,Patti,Brooklyn,Prospect Heights,40.67942,-73.96469,Private room,150,2,8,2018-09-06,0.4,2,0
24379,24387,20943918,Best Space near Manhattan!,33782746,Lu,Manhattan,Roosevelt Island,40.76846,-73.94461,Entire home/apt,150,4,1,2017-12-31,0.04,1,0
4716,4716,3635348,BKLYN Brownstone- Glam Getaway!,3096525,Kini,Brooklyn,Bedford-Stuyvesant,40.67927,-73.93208,Entire home/apt,150,3,134,2019-11-17,2.07,1,234
1639,1639,788106,Cozy West Village Apartment,3106826,Carl,Manhattan,West Village,40.73761,-74.00043000000002,Entire home/apt,150,1,35,2019-07-13,0.42,1,78
2979,2979,1934512,Penthouse studio w/ skylights and skyline views,2317686,Bryan,Brooklyn,Clinton Hill,40.6912,-73.96686,Entire home/apt,150,7,39,2019-09-29,0.58,1,55
10184,10184,8373265,Huge Private Cool 1BR Harlem -Close 2 Central Park,15094887,Lisa,Manhattan,Harlem,40.80582,-73.95355,Entire home/apt,150,4,12,2019-12-04,0.65,1,11
16333,16333,13734814,Clean Lines Rule: Modern and Spacious and Orange,16725289,Sue,Brooklyn,Windsor Terrace,40.64785,-73.97595,Entire home/apt,150,3,2,2019-08-25,0.11,1,0
22761,22762,19720270,Bright corner Studio in the heart of Harlem,12293403,Joffrey,Manhattan,Harlem,40.81113,-73.94113,Entire home/apt,150,2,21,2019-02-24,0.73,2,307
29035,29045,24465831,New Cozy Quite Studio with Huge Secluded Yard,81712936,Allie,Manhattan,Upper East Side,40.78028,-73.94769000000002,Entire home/apt,150,3,33,2019-11-30,1.77,1,0
29044,29054,24475665,Navy Yard Oasis,3034786,J,Brooklyn,Fort Greene,40.69699,-73.9725,Entire home/apt,150,3,9,2019-11-13,3.1,1,10
13505,13505,11222221,Stunning  West Village Loft,18284376,Carol,Manhattan,West Village,40.73618,-74.009,Entire home/apt,150,1,0,,,1,0
16331,16331,13733926,Complete apartment/room at  100th,37736307,Rafael,Manhattan,East Harlem,40.78918,-73.94995,Entire home/apt,150,3,18,2017-06-05,0.43,2,67
11002,11002,9113702,"Beautiful Apartment in Harlem, NY!",47493116,Elsa,Manhattan,Harlem,40.8243,-73.94258,Entire home/apt,150,1,0,,,1,0
18151,18151,15494542,Amazing Bedroom in Manhattan Midtown East Condo,31661494,Elise,Manhattan,Murray Hill,40.74817,-73.97595,Private room,150,2,92,2019-11-20,2.51,1,127
29059,29069,24497152,Stunning Elevator 2 Bedroom Midtown East,61391963,Corporate Housing,Manhattan,Midtown,40.75569,-73.96679,Entire home/apt,150,30,1,2018-06-29,0.06,99,0
4652,4652,3585974,1BD in Lower East Side ,3588028,Elisa,Manhattan,Lower East Side,40.72158,-73.98998,Entire home/apt,150,3,18,2018-05-16,0.28,1,0
29068,29078,24509757,Wonderful 3 bed 1.5 baths 20 Mins to Times Square!,1273890,Sergio,Manhattan,Washington Heights,40.85081,-73.9368,Entire home/apt,150,30,1,2019-09-03,0.32,2,355
10119,10119,8307946,Spacious Greenwich Village 1 Bed,6502766,Katie,Manhattan,Greenwich Village,40.73637,-73.99746,Entire home/apt,150,2,16,2017-01-01,0.33,1,0
3359,3359,2188204,Herkimer House,11157871,Anthony,Brooklyn,Bedford-Stuyvesant,40.67892,-73.95156,Entire home/apt,150,2,108,2019-11-09,2.58,1,64
22767,22768,19728214,Large beautiful room in luxury building with view,139076348,Candelyn,Queens,Long Island City,40.74515,-73.95583,Private room,150,3,0,,,1,0
17162,17162,14385616,PRIME Williamsburg MODERN studio in doorman bldg!!,176332,Lauren,Brooklyn,Williamsburg,40.72207,-73.95697,Entire home/apt,150,4,13,2019-09-27,0.33,1,0
22725,22726,19699596,Intimate and Welcoming,138785704,Andrea,Manhattan,East Harlem,40.81661,-73.93471,Entire home/apt,150,2,81,2019-12-01,2.9,1,159
4649,4649,3584528,Spacious Loft with Spiral Staircase,11495235,Leslie,Brooklyn,Bushwick,40.70204,-73.92109,Entire home/apt,150,1,2,2016-01-05,0.03,1,0
6952,6952,5536560,"Classy neighborhood, close to everything.",257479,Colleen,Manhattan,Upper West Side,40.78257,-73.97681,Entire home/apt,150,14,6,2017-03-05,0.11,1,0
3364,3364,2191612,Full apartment - perfect location,6959160,Craig,Manhattan,Hell's Kitchen,40.76293,-73.98980999999998,Entire home/apt,150,5,9,2018-09-04,0.14,1,0
6950,6950,5534962,Cozy Getaway in The ❤ of SoHo,1539848,Edythe,Manhattan,SoHo,40.72092,-73.99965999999998,Entire home/apt,150,3,72,2019-11-27,2.78,1,45
4895,4895,3791325,1BR Clinton Hill Apt Beautiful Garden - Video,3028267,Vernon,Brooklyn,Clinton Hill,40.69352,-73.96556,Entire home/apt,150,7,20,2019-10-18,0.33,1,0
4647,4647,3583605,2 Bedroom in Hudson Heights ,18051675,Alexandra,Manhattan,Washington Heights,40.85153,-73.93815,Entire home/apt,150,3,0,,,1,0
17666,17666,14976368,Cozy apt. Heart of Williamsburg NYC,4025366,Dana,Brooklyn,Williamsburg,40.71156,-73.95454000000002,Entire home/apt,150,9,16,2019-11-01,0.41,1,352
12050,12050,9795958,Cute 1 Bedroom in Hells Kitchen,4205782,Jesse,Manhattan,Hell's Kitchen,40.76223,-73.99296,Entire home/apt,150,4,0,,,1,0
7727,7727,6361204,Million Dollar Views of Manhattan!!,33138892,Roy,Queens,Long Island City,40.74725,-73.95669000000002,Entire home/apt,150,14,0,,,1,0
29131,29141,24572398,"Sunny, Modern and Trendy Getaway Spot",10679309,Kirac,Brooklyn,Williamsburg,40.71181,-73.96677,Entire home/apt,150,1,10,2019-11-19,0.51,2,24
29138,29148,24580422,Bright and Cozy Studio in Murray Hill,10574166,Carolyn,Manhattan,Murray Hill,40.74681,-73.97629,Entire home/apt,150,2,17,2018-12-26,0.88,1,0
12054,12054,9797510,Idyllic Greenwich Village Apartment,50490104,Ocean,Manhattan,Greenwich Village,40.72939,-74.00225,Entire home/apt,150,2,0,,,1,0
22726,22727,19700585,Entire Apt with City Skyline Views,1384111,Joanne,Queens,Sunnyside,40.7461,-73.92146,Entire home/apt,150,30,8,2018-01-01,0.29,2,0
24365,24373,20934059,"Huge historical 1 bedroom in South Park Slope, BK",30347639,Derek,Brooklyn,Sunset Park,40.66232,-73.9939,Entire home/apt,150,2,7,2019-09-08,0.26,1,135
10139,10139,8324941,Charming studio apartment,43885876,Nicholas,Bronx,Pelham Bay,40.85362,-73.82949,Shared room,150,1,0,,,1,365
10142,10142,8326753,Prime Location in Theatre District,34934128,Aly,Manhattan,Theater District,40.76095,-73.98668,Private room,150,2,3,2017-06-19,0.07,1,0
16367,16367,13753375,2 Bedroom apartment in Prime Williamsburg!,1434340,Yana,Brooklyn,Williamsburg,40.70938,-73.95435,Entire home/apt,150,30,199,2019-11-24,4.86,1,287
28880,28890,24287062,Sally's hideaway,180289633,Aleksej,Queens,Woodside,40.7466,-73.89175999999998,Entire home/apt,150,4,34,2019-10-29,1.84,1,317
28881,28891,24287261,Sweet Spot In Manhattan NYC!,16574437,Lee,Manhattan,Harlem,40.81542,-73.94574,Entire home/apt,150,3,51,2019-11-17,2.54,1,159
11521,11521,9495140,Duplex apartment with garden in Park Slope,49213283,Paul,Brooklyn,South Slope,40.66403,-73.98501,Entire home/apt,150,2,5,2019-11-10,0.21,1,2
26098,26108,21961462,Luxury 1B1B Apt with City View @ Columbia U,56067189,Yuanwen,Manhattan,Morningside Heights,40.80485,-73.96345,Entire home/apt,150,3,1,2017-12-14,0.04,1,0
7690,7690,6334292,Charming and Sunny Central Brooklyn,139311,Michael,Brooklyn,Boerum Hill,40.68363,-73.98011,Entire home/apt,150,2,63,2018-11-03,1.14,1,0
10175,10175,8367271,Cozy Studio in Heart of Ft Greene,2477248,Christopher,Brooklyn,Fort Greene,40.68602,-73.97386,Entire home/apt,150,4,4,2017-01-04,0.08,1,0
16349,16349,13746962,Private room in a 2 Bedroom apartment - Chelsea,23863809,Arthur,Manhattan,Chelsea,40.73938,-73.99855,Private room,150,3,0,,,2,0
11991,11991,9771893,Irving place -Elevator  Doorman 1 bed - 5152,16098958,Jeremy & Elsa,Manhattan,Gramercy,40.73558,-73.9852,Entire home/apt,150,30,1,2017-08-31,0.04,99,365
28909,28919,24308988,Rooftop cabaña with private roof access,5717334,Antoine,Brooklyn,Bedford-Stuyvesant,40.68907,-73.953,Private room,150,5,1,2018-05-12,0.05,2,0
28910,28920,24311790,Cozy Lower East Mainstay,2631054,Melissa,Manhattan,Lower East Side,40.71932,-73.98995,Entire home/apt,150,3,8,2019-05-26,0.71,1,0
10162,10162,8347980,Large Modern Studio Next To The Park,4230646,Jonathan,Manhattan,East Village,40.72595,-73.98218,Entire home/apt,150,2,6,2017-01-01,0.15,1,0
28911,28921,24312275,West Chelsea MINI,20132009,Karen,Manhattan,Chelsea,40.74491,-74.0042,Entire home/apt,150,3,78,2019-12-01,4.12,2,121
5415,5415,4232356,Studio Apartment ,9368118,Peter,Manhattan,Upper East Side,40.77065,-73.95163000000002,Entire home/apt,150,1,0,,,1,0
5408,5408,4227018,Amazing View in East Williamsburg ,21937306,William,Brooklyn,Williamsburg,40.71752,-73.94187,Shared room,150,1,0,,,1,0
1608,1608,777327,Cozy Quiet Sunny 1br Ditmas Park Close to Train,4086839,Nataliya,Brooklyn,Flatbush,40.64047,-73.96388,Entire home/apt,150,5,53,2019-10-30,0.62,1,269
28948,28958,24356390,Bright Modern clean convenient Brooklyn Location,138607228,Edward,Brooklyn,Bushwick,40.69432000000001,-73.90658,Entire home/apt,150,2,17,2018-08-26,0.86,3,32
